f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,treatment,exposure,visit,conversion
0,3,3.318583,2,1.992379,0.456027,2,0.678123,0,2.376581,0.145722,0.916621,0,0,0,0
0,1,2.329943,0,0.326358,2.419099,2,0.209585,3,0.787452,1.463565,0.158919,1,1,0,0
1,2,1.028474,1,3.177034,1.403766,2,-1.0,3,-1.0,0.967486,1.315034,0,0,0,0
1,1,5.481206,0,0.702306,0.168092,3,1.567675,2,1.913933,0.569299,0.76683,1,1,0,0
3,1,2.394048,0,8.766498,1.817158,3,0.407972,3,9.675461,0.317932,0.913585,0,0,0,0
0,0,0.645209,1,1.071091,0.95265,2,0.512133,-1,0.824642,0.231454,0.617916,1,1,0,0
1,1,0.251491,1,5.503272,0.658769,3,1.452585,1,0.182269,2.415008,0.387166,0,0,0,0
3,1,0.660331,0,3.312421,0.785072,1,2.49638,0,0.407919,0.741207,0.417531,1,1,0,0
3,2,1.511872,2,0.542751,-1.0,0,1.936295,1,1.826577,0.186615,0.508299,0,0,0,0
1,1,1.817025,-1,0.272071,1.189152,3,0.954491,0,-1.0,0.988282,0.265336,0,0,0,0
1,4,3.892835,1,1.120335,0.28152,1,1.243138,0,0.388406,0.760949,1.338335,1,1,0,0
1,0,0.334692,2,0.55842,0.704684,4,1.126084,2,0.957509,4.108152,1.751484,0,0,0,0
4,1,0.644581,-1,4.853591,-1.0,0,0.354745,1,1.019473,0.662358,0.871316,1,1,0,0
0,2,0.308004,3,0.781251,2.159571,1,1.322388,2,0.463559,2.662863,1.193296,1,1,1,0
4,4,0.26216,1,0.740519,1.040545,4,0.351601,3,-1.0,0.803502,0.79493,0,0,0,0
2,0,-1.0,2,0.24761,2.025853,0,1.848318,1,3.202961,0.306779,3.134026,0,0,0,0
1,2,1.442838,0,1.52077,0.302479,4,1.144692,4,1.410795,1.602469,1.055542,0,0,0,0
0,3,2.16278,1,0.309059,0.897807,-1,0.114842,0,0.65711,3.37911,1.320039,0,0,0,0
1,0,0.387378,0,1.556496,1.69947,3,2.662105,3,2.601862,2.476606,-1.0,0,0,0,0
1,3,0.44518,0,1.786202,3.463568,2,0.593314,3,1.671859,1.368838,-1.0,0,0,0,0
0,0,0.168668,1,0.47252,0.32008,2,-1.0,1,0.645945,2.710916,4.027396,1,1,0,0
2,2,1.239059,0,2.60278,0.4313,3,-1.0,0,2.64182,1.18569,0.514448,0,0,0,0
-1,4,0.480879,2,0.759667,1.657461,3,0.849369,1,1.446624,1.085372,5.61844,1,1,1,0
2,2,5.275278,1,0.22964,-1.0,2,1.81741,3,0.190007,0.229326,0.8214,1,1,0,0
2,1,1.50653,1,4.689319,1.330932,-1,-1.0,3,0.37075,1.236531,-1.0,1,1,0,0
0,0,-1.0,0,0.397138,0.329572,2,2.233722,1,0.264639,4.517473,0.208297,1,1,0,0
1,4,0.526706,0,-1.0,0.336067,-1,1.217988,2,-1.0,0.194754,2.390571,1,1,0,0
0,1,0.224323,2,1.530806,1.14436,0,1.499178,0,0.49552,0.269235,0.693863,1,1,0,0
2,0,0.254648,-1,-1.0,-1.0,0,0.836504,1,1.872308,0.721024,1.15439,1,1,0,0
4,2,0.536794,0,1.450433,0.801497,1,5.102701,-1,8.774702,0.257761,1.298551,0,0,0,0
2,1,0.49713,0,0.379012,0.339911,1,6.491173,0,2.212526,1.982344,-1.0,0,0,1,0
0,0,0.368184,3,5.4268,3.008421,3,0.110392,4,-1.0,0.177721,2.925305,0,0,0,0
1,0,1.458042,0,2.601919,0.705591,0,2.52529,3,0.475363,-1.0,1.575982,0,0,0,0
2,0,1.67241,3,1.608105,1.693784,-1,0.339684,-1,-1.0,2.730109,0.426698,0,0,0,0
1,2,0.632148,1,0.263691,0.169794,1,1.664753,0,0.357807,1.928809,0.260764,1,1,1,0
3,2,-1.0,1,0.375924,3.323952,1,0.169031,0,0.318389,1.020645,2.184192,0,0,0,0
3,1,0.174343,1,1.929878,0.504186,0,1.496663,0,-1.0,1.706204,0.785779,0,0,0,0
2,3,1.059889,0,-1.0,-1.0,2,0.433338,2,1.702691,0.314963,2.009539,1,1,0,0
1,3,0.803659,1,1.403128,1.845477,0,0.632028,2,0.594011,1.296556,0.779092,0,0,0,0
0,2,0.576546,3,-1.0,0.239611,0,0.649148,0,-1.0,0.538809,1.236329,0,0,0,0
0,0,0.497747,2,0.419777,1.278294,2,0.479721,3,1.598693,2.43701,2.237637,0,0,1,0
1,2,0.993064,2,0.243883,5.241107,0,0.49292,0,2.069356,2.034457,-1.0,0,0,0,0
1,1,0.798095,3,1.279036,0.549956,0,-1.0,0,0.145248,0.444687,-1.0,0,0,1,0
2,2,0.675788,0,3.053723,5.250512,3,0.857331,1,0.17847,1.421423,-1.0,0,0,0,0
2,2,-1.0,2,1.416257,1.470693,0,1.381448,0,0.679749,1.48159,0.129506,1,1,0,1
0,1,0.198273,1,1.580645,3.82041,1,6.428293,0,0.327976,0.622461,-1.0,0,0,0,0
1,4,-1.0,3,1.182888,1.172908,0,0.387951,1,2.350283,1.022709,-1.0,0,0,0,0
0,0,0.668916,1,1.979202,0.883401,1,1.135086,3,0.628859,1.667858,0.827041,0,0,0,0
0,2,-1.0,2,1.595338,6.278699,2,-1.0,3,6.03522,0.633365,4.038061,0,0,0,0
3,0,0.89707,3,0.066198,2.057315,0,0.492189,1,0.613904,-1.0,0.527936,0,0,0,0
0,4,0.593035,1,2.475164,0.790316,3,0.104636,2,1.361549,1.255889,0.877891,0,0,0,0
1,0,0.808635,0,-1.0,1.527889,4,0.148187,2,-1.0,4.407863,10.427509,0,0,0,0
0,0,0.42591,1,0.696065,-1.0,0,0.108556,1,1.628398,0.858493,-1.0,0,0,1,0
3,1,4.590302,1,-1.0,1.113918,-1,4.665136,2,1.664626,0.703156,2.956187,0,0,0,0
2,1,0.449446,2,1.274398,3.305613,0,1.848095,2,2.429657,0.452662,2.263357,0,0,0,0
0,0,0.690057,-1,1.386331,0.850566,0,2.129688,2,0.874345,3.15843,0.250132,1,1,0,0
1,2,0.484912,1,0.643725,0.417062,0,2.668211,2,3.562088,2.39933,1.348599,0,0,1,0
2,1,0.476837,1,1.205265,0.380267,1,0.56244,2,1.349361,0.863968,1.230181,1,1,0,0
-1,0,1.024948,2,-1.0,1.076396,2,10.004597,1,-1.0,0.455037,3.273368,0,0,0,0
0,1,0.902818,0,-1.0,0.445948,1,1.398593,3,0.529402,0.450843,4.485829,0,0,0,0
3,3,0.631624,0,1.158242,-1.0,3,0.929812,0,2.072639,0.425101,3.631981,0,0,0,0
4,2,0.753161,4,1.396423,0.30162,2,3.034364,3,3.540471,0.610629,0.623082,0,0,0,0
4,2,0.486843,2,0.438766,3.238466,1,1.948968,1,-1.0,0.57077,0.23762,0,0,1,0
2,2,1.494401,0,0.605687,0.867298,2,3.80017,0,2.119078,0.478028,1.648266,0,0,0,0
2,1,7.808343,0,0.872805,1.059465,4,4.030269,2,0.226195,-1.0,0.915141,0,0,0,0
1,0,0.416928,2,3.246956,-1.0,0,0.702404,1,0.5393,4.880583,0.349323,0,0,0,0
3,0,1.482846,3,2.268135,0.559062,1,1.205657,3,1.631882,0.336445,0.498444,0,0,0,0
1,3,1.045974,3,6.885057,-1.0,1,-1.0,1,0.428479,0.564762,0.942722,0,0,0,0
2,-1,1.951561,0,0.225322,0.75823,1,0.196266,2,-1.0,-1.0,1.294557,1,1,0,0
1,1,2.007305,4,0.266139,-1.0,1,2.30896,1,1.83782,1.375043,0.573491,0,0,0,0
2,0,1.228032,2,3.01043,2.973307,1,2.603967,0,0.306811,0.711914,0.984227,0,0,0,0
3,0,0.960962,2,4.258259,0.983709,2,0.13776,1,1.926039,0.356785,0.929662,1,1,0,0
0,1,0.647621,2,1.033683,1.223953,2,0.488113,2,0.267037,-1.0,1.316329,0,0,0,0
3,2,0.465352,0,0.011498,2.495124,2,1.057686,2,1.003707,1.628568,0.376858,0,0,0,0
1,0,0.907696,-1,-1.0,2.311144,0,1.163448,2,2.404446,-1.0,-1.0,1,1,0,0
3,4,0.276764,0,-1.0,0.562659,1,7.729166,-1,2.032565,4.511845,3.852024,0,0,0,0
1,1,-1.0,0,0.406808,1.830277,1,0.534225,2,0.917272,0.317635,0.771775,0,0,0,0
1,4,3.024826,3,1.20337,1.811543,1,0.842563,4,0.708724,1.848642,-1.0,0,0,1,0
4,3,1.103528,2,6.676243,1.371604,4,1.915268,0,0.314177,11.221609,0.295817,1,1,0,1
0,3,2.441627,3,4.162571,2.889607,1,-1.0,0,1.200326,0.877049,3.279669,0,0,1,0
3,2,4.347687,1,-1.0,2.2245,0,0.60352,1,2.235552,0.749545,3.163201,0,0,0,0
1,2,0.837755,1,0.937584,2.06963,1,0.555959,0,7.88314,1.182459,-1.0,0,0,1,0
1,2,1.230383,4,0.609773,3.916824,3,1.262357,1,0.63373,9.258019,0.54119,1,1,0,0
1,2,0.739452,0,2.133473,1.029074,3,0.838878,1,2.331856,4.376386,0.237812,1,1,0,0
2,2,0.4437,3,1.02572,1.05947,1,1.978779,2,2.147869,0.641858,9.721358,0,0,0,0
1,-1,0.385595,0,1.061523,2.268692,0,1.429691,2,0.620958,1.355991,0.666663,1,1,0,0
0,2,2.323676,3,-1.0,0.836563,1,0.054183,-1,2.056419,2.516609,0.238424,0,0,1,0
0,3,1.231986,0,0.489422,1.618675,2,-1.0,3,0.44204,0.65117,0.550641,0,0,0,0
0,3,6.338252,2,2.120942,0.571148,-1,0.606068,0,1.293072,0.322519,1.490775,0,0,0,0
-1,0,2.643363,3,0.332516,-1.0,2,2.664463,1,0.809536,2.957512,0.287245,0,0,0,0
-1,0,0.481325,1,1.304353,1.818249,2,0.52117,0,1.558229,1.664893,0.554109,0,0,0,0
1,1,2.31716,2,-1.0,0.212528,1,1.454397,0,1.687365,1.375565,0.236704,0,0,0,0
2,1,0.737068,3,1.601415,0.497024,1,1.81938,1,0.589358,3.024864,4.234307,1,1,0,0
1,3,3.376568,2,1.751135,2.270526,3,1.716464,2,0.990373,0.318134,0.920471,0,0,0,0
2,1,0.614876,4,1.873346,2.297365,1,0.578438,0,0.879297,0.793175,0.234024,0,0,0,0
3,2,0.34909,1,0.535908,3.239023,-1,0.317243,2,0.336398,13.987828,-1.0,0,0,0,0
4,1,0.45124,0,0.230465,0.132692,1,0.269221,2,-1.0,1.764117,0.524573,1,1,0,0
1,0,0.474893,0,0.417473,1.344488,0,19.510157,0,0.560431,1.873884,1.023305,0,0,0,0
3,2,0.431602,0,2.074917,0.772838,2,1.576845,1,0.32397,1.111647,0.4019,1,1,0,0
0,3,0.564052,0,0.300939,2.686437,0,6.30021,3,0.447614,0.158638,0.694098,1,1,1,0
-1,0,2.355356,2,0.353239,-1.0,0,0.434695,1,0.772397,-1.0,0.528707,0,0,0,0
0,2,6.025764,0,0.35129,0.270113,1,-1.0,1,1.056566,2.492918,0.237728,0,0,1,0
2,2,0.264427,0,0.157871,1.016009,2,0.62076,0,0.288323,0.581685,0.400466,0,0,0,0
2,0,3.537828,0,0.317587,2.299363,1,0.971467,0,-1.0,0.843723,0.462268,1,1,0,0
2,0,0.620206,3,2.719361,0.713196,0,-1.0,0,1.846603,1.338292,0.295429,0,0,0,0
0,-1,1.416066,2,0.48833,5.729881,2,0.415017,3,-1.0,0.376479,0.236104,1,1,0,0
4,1,0.191255,1,0.173959,-1.0,1,0.421373,0,-1.0,0.277358,0.551466,0,0,0,0
0,0,1.688828,3,0.599509,-1.0,4,0.961648,0,0.808521,0.987507,2.374138,0,0,0,0
2,0,0.134618,0,-1.0,0.341876,1,0.555948,0,0.760896,0.690194,0.862494,0,0,1,0
0,2,1.368801,-1,0.16029,1.166398,2,1.135099,3,0.339433,1.255843,0.041459,0,0,0,0
1,2,-1.0,2,2.594283,0.048889,0,-1.0,0,0.312936,0.238877,2.745898,0,0,0,0
1,2,1.210469,0,-1.0,0.780544,3,2.028833,1,2.15213,0.585836,0.500065,0,0,0,0
1,0,0.479549,2,0.673354,3.557185,2,0.631307,2,0.723251,1.991587,4.212049,0,0,0,0
0,3,1.732433,3,0.664803,0.247396,4,5.139387,1,2.424365,-1.0,2.240595,0,0,0,0
0,1,1.478579,1,0.570387,0.198235,0,-1.0,0,0.986917,-1.0,0.735904,0,0,0,0
1,1,0.810623,3,-1.0,3.053301,1,0.902866,0,2.120559,1.955884,0.822803,0,0,0,0
3,1,1.957857,0,-1.0,3.496292,2,4.970573,3,2.050999,1.628379,0.319533,1,1,1,0
3,1,0.908824,0,0.96002,0.25777,0,0.6094,-1,1.594658,1.341058,1.918443,0,0,0,0
0,3,-1.0,0,0.545707,5.656165,1,0.665707,1,3.262921,1.977886,-1.0,1,1,0,0
1,4,0.881721,0,1.57988,1.541031,4,0.496102,0,1.105534,0.383331,0.483394,0,0,1,0
0,1,1.241974,0,1.230307,2.854064,1,1.22683,0,0.224308,0.699656,0.547184,1,1,1,0
0,3,1.776638,4,0.511963,0.452997,-1,0.479419,3,0.263102,1.283893,-1.0,1,1,0,0
2,3,0.671721,0,1.043209,4.432922,0,2.174209,2,0.520587,0.380461,1.090147,0,0,0,0
2,4,0.291173,1,0.471261,0.764895,2,0.95449,3,2.100022,1.542382,0.217832,1,1,0,0
0,0,1.317952,1,0.420741,0.731956,2,2.313798,2,0.670283,0.14713,0.255673,0,0,0,0
0,2,3.285081,3,2.238489,1.619922,1,2.067179,4,1.227903,-1.0,5.497384,0,0,0,0
0,0,1.348713,-1,1.56355,0.675687,-1,0.599007,3,1.708605,0.860355,-1.0,1,1,0,0
3,3,1.374572,3,2.160586,0.218557,0,0.47856,3,-1.0,2.001928,0.349847,1,1,0,0
-1,0,0.958701,-1,1.887265,1.140843,3,0.720104,1,0.101152,2.709902,1.401153,0,0,0,0
0,2,2.094089,3,0.411799,0.727426,2,1.008908,1,0.305162,4.094755,0.435111,0,0,0,0
0,1,0.830327,-1,2.721769,0.463981,0,1.396574,1,-1.0,-1.0,-1.0,0,0,1,0
3,1,0.635147,2,0.742593,-1.0,4,1.560695,1,-1.0,0.176711,0.707866,1,1,0,0
4,2,3.020125,0,2.532528,10.938916,1,0.968577,2,0.067228,0.171815,0.991312,1,1,0,0
1,3,0.588288,1,0.882394,-1.0,3,0.50602,0,1.072209,0.28233,0.208646,0,0,0,0
0,2,2.433842,2,1.367745,1.218281,1,0.556202,2,6.065613,-1.0,0.284538,0,0,0,0
0,3,3.02205,1,1.40949,0.671367,3,1.679261,1,1.314947,0.244476,0.367241,1,1,0,0
2,0,1.762647,0,2.255114,9.859144,2,0.52195,2,1.045396,0.791195,0.815188,1,1,0,0
1,1,0.286724,2,0.195041,1.63515,0,1.751083,0,0.160677,0.655605,1.137321,1,1,0,0
0,1,1.027527,4,0.206718,2.526805,2,1.809337,1,0.762707,1.434561,0.236247,1,1,1,0
2,0,0.817095,0,1.957584,-1.0,0,4.6363,0,0.193356,2.044683,-1.0,1,1,0,0
0,2,-1.0,3,1.428125,1.139004,1,0.618255,3,0.294506,1.099568,0.624569,0,0,0,0
3,2,1.153443,2,-1.0,0.829955,0,-1.0,1,-1.0,2.229452,0.17594,1,1,1,0
1,2,2.158053,-1,1.439519,4.567346,0,0.098994,0,5.694154,0.332658,1.25208,1,1,1,0
0,2,0.632198,4,0.244642,2.176871,0,0.389429,0,2.071011,2.77542,1.816336,0,0,0,0
2,2,-1.0,3,26.161517,0.429171,1,0.384378,2,4.059187,1.140466,-1.0,0,0,0,0
1,0,0.785795,1,3.712002,0.484707,1,1.658099,0,0.26621,2.137468,0.266692,1,1,0,0
-1,0,3.202306,0,-1.0,0.677292,1,6.094452,-1,1.210175,0.596194,1.818388,0,0,0,0
1,2,0.77329,1,1.078564,3.187441,0,1.787393,1,0.364914,0.128636,0.903702,1,1,0,0
0,0,0.291008,3,0.538629,-1.0,2,2.693367,0,0.406115,1.945676,2.671132,0,0,1,0
2,0,0.207332,3,0.26977,8.599708,2,0.490991,2,1.599104,0.866383,1.613276,0,0,1,1
0,1,1.437247,3,0.892416,0.492282,1,0.301805,0,1.195785,3.32621,1.366332,1,1,0,0
4,2,0.467348,0,0.423263,1.150511,3,0.785039,3,1.331399,1.524796,0.754242,1,1,0,0
1,1,1.951746,2,0.448682,0.670185,2,0.535929,1,0.284755,19.142554,2.601673,1,1,0,0
1,2,0.264155,1,-1.0,0.833313,2,0.422701,-1,1.136089,3.564005,0.318718,1,1,0,0
0,2,0.583383,0,1.283593,2.534202,0,1.243911,2,1.415816,0.779934,-1.0,0,0,0,0
1,1,0.264327,0,0.685921,0.955158,0,-1.0,3,0.509055,0.204972,15.51825,0,0,0,0
3,3,1.544362,0,-1.0,3.727947,3,2.285262,0,0.761903,0.418364,0.143338,1,1,0,0
3,2,-1.0,3,1.579485,0.596725,3,0.670695,1,0.192956,0.391567,0.303817,0,0,0,0
0,2,-1.0,0,1.257926,2.098906,0,0.95577,2,0.11582,0.593914,2.233834,0,0,0,0
0,2,0.337586,0,14.288289,0.642264,1,1.104935,2,7.450789,-1.0,0.196502,0,0,1,0
3,0,-1.0,-1,2.278929,0.159259,2,0.627059,0,1.227324,1.374057,2.088542,0,0,0,0
4,2,1.264041,1,0.283494,0.360066,2,3.545038,1,0.698432,-1.0,3.410387,0,0,1,0
0,1,0.184937,0,1.582074,-1.0,3,0.200733,0,2.221616,0.418616,3.842491,0,0,0,0
1,4,0.785736,0,0.947414,6.831183,0,3.608655,2,-1.0,-1.0,1.068993,0,0,0,0
1,3,4.558098,0,0.261445,0.631544,1,0.706767,1,1.116451,-1.0,0.309458,1,1,1,0
3,2,0.835307,0,0.24132,0.84435,0,2.511167,1,3.023003,-1.0,0.400754,0,0,1,0
0,0,0.225701,0,1.573343,1.631777,1,1.222919,0,0.332184,0.612341,3.543483,1,1,0,0
0,0,0.54476,2,2.00882,0.549129,0,2.340809,1,0.611401,2.832408,0.154757,1,1,1,0
3,1,0.532223,0,0.35125,0.616462,3,0.88833,0,0.251387,2.160341,-1.0,0,0,1,0
0,1,8.502062,1,2.638385,1.074778,1,1.269263,-1,2.305323,0.181159,0.200296,0,0,0,0
1,0,5.289264,3,1.329648,0.646252,3,2.997878,0,1.227986,0.529063,0.909218,0,0,1,0
1,1,-1.0,1,3.306397,0.168134,0,-1.0,4,3.227439,0.620795,-1.0,1,1,0,0
1,0,0.709584,4,2.973145,0.521957,0,3.781339,1,2.322917,7.305322,0.642055,0,0,0,0
1,-1,3.322208,1,0.853477,1.849508,0,1.422188,1,0.769959,1.662972,3.824752,0,0,0,0
1,0,0.321918,1,5.132535,1.9079,1,0.4806,0,1.507994,-1.0,0.583317,1,1,1,0
0,4,2.934612,3,0.32494,3.804687,3,0.701306,2,1.5242,0.498006,2.837185,1,1,0,0
2,4,2.529378,0,10.916708,3.509719,1,2.430526,2,2.082266,0.208061,0.486894,1,1,0,0
3,1,0.85955,0,0.415287,0.406493,0,0.289448,1,4.333675,2.904134,1.299706,1,1,0,0
3,2,3.124225,2,0.953131,0.474537,0,2.209751,0,0.336055,1.485313,0.880478,1,1,0,0
0,1,0.639403,1,0.567118,0.49595,0,0.693663,4,0.153153,1.857899,0.253354,1,1,0,0
0,2,-1.0,3,0.686059,-1.0,3,0.275348,-1,0.349509,0.276491,0.259156,0,0,0,0
0,1,-1.0,4,18.607294,0.536188,1,1.230298,1,1.604451,2.087142,0.769013,0,0,0,0
1,1,0.918289,1,0.629568,0.839854,2,0.496491,2,1.512492,0.788144,0.674557,0,0,0,0
1,2,1.825366,2,2.342241,0.418032,2,0.564607,1,0.566197,0.483295,1.9672,0,0,1,0
2,1,6.177333,1,0.790252,2.191104,0,-1.0,1,0.762028,1.670462,0.156434,1,1,1,0
0,2,-1.0,-1,-1.0,0.387491,0,1.121754,0,0.43418,0.301167,0.436613,0,0,0,0
0,0,0.866425,3,0.580329,0.368774,3,0.67708,1,0.898441,1.196066,1.538033,1,1,0,0
1,1,4.804892,4,1.291923,1.682413,2,1.478383,3,0.49971,0.76686,0.779451,1,1,0,0
2,0,1.95176,0,1.875168,2.059164,1,2.752255,0,5.138744,2.922751,0.233455,0,0,0,0
0,0,0.496693,3,0.485871,0.798419,0,-1.0,2,3.754062,2.43974,1.433451,1,1,0,0
2,0,0.384805,0,15.763954,2.384497,0,6.081845,3,2.062232,1.095122,2.336639,1,1,1,0
0,0,0.589736,0,1.975736,2.218403,0,7.778384,0,1.031743,1.324354,-1.0,0,0,1,0
3,0,0.477871,4,0.797741,6.680139,0,0.748072,0,3.124264,1.819579,2.629563,1,1,0,0
3,3,-1.0,0,0.497961,-1.0,0,0.315808,3,1.103778,0.990941,0.550899,0,0,0,0
0,0,-1.0,-1,1.096061,5.513519,1,0.748913,0,1.174892,0.441446,0.700263,0,0,0,0
0,2,1.322122,0,0.296414,1.063887,0,1.125643,0,0.177643,0.616984,0.587012,1,1,0,0
1,0,-1.0,3,5.943483,4.053684,0,-1.0,1,1.297809,0.29506,2.756902,1,1,0,0
0,3,0.931617,0,-1.0,4.140292,3,0.687425,1,0.274947,2.522898,0.849511,0,0,0,0
2,1,0.128003,1,0.915774,0.867089,2,1.320394,3,0.668426,1.4887,2.166457,0,0,0,0
3,1,-1.0,0,2.84618,0.502309,4,0.506029,2,1.184079,0.655029,0.61538,1,1,0,0
2,1,3.23957,2,0.486015,0.598891,1,0.707036,1,0.407102,0.484392,1.432191,1,1,0,0
3,1,0.24057,1,0.314755,1.514559,2,0.296892,1,1.613999,1.266582,0.337076,1,1,0,0
1,2,1.621624,2,0.877979,-1.0,0,0.231603,-1,2.862601,0.243417,2.721469,0,0,0,0
0,0,0.5428,0,1.136034,0.635254,2,3.899821,0,0.413205,0.343463,0.735894,0,0,0,0
2,-1,2.231114,0,1.699929,3.310934,0,2.904313,0,1.12456,0.980604,3.487503,0,0,1,0
1,1,1.171925,0,-1.0,1.94806,0,0.691009,-1,0.28752,11.485707,0.949015,0,0,0,0
2,1,1.498859,1,0.633613,0.095118,4,2.896151,-1,0.311323,-1.0,1.100409,1,1,1,0
0,2,1.066971,3,0.0458,0.263778,2,0.270656,0,1.363473,1.203578,9.840424,0,0,0,0
0,1,3.774741,3,0.306558,-1.0,4,0.840832,0,2.040993,0.310124,2.107277,1,1,1,0
-1,3,1.415398,0,2.044721,-1.0,1,1.190368,1,0.221079,-1.0,1.21471,0,0,0,0
0,1,0.493899,2,2.614377,0.558262,1,3.54683,0,7.757482,-1.0,0.295472,1,1,1,0
-1,2,1.103752,3,-1.0,0.225726,1,1.218403,2,0.608428,0.63009,0.469891,0,0,0,0
-1,0,0.691508,0,0.722813,0.286646,2,1.724179,0,1.230477,1.07321,2.19326,0,0,1,0
3,3,1.176331,1,1.025937,1.663895,2,0.625027,0,0.586186,1.807255,0.717155,1,1,0,1
2,2,-1.0,1,2.93912,7.22053,4,1.302074,1,0.75247,0.657016,0.812949,0,0,0,0
2,0,0.508235,0,4.613999,6.775123,0,3.540826,-1,-1.0,0.601881,0.338874,0,0,1,0
3,0,1.220514,0,1.165421,0.206866,2,0.198591,1,4.506277,0.178212,1.49935,0,0,0,0
0,1,-1.0,0,0.770576,0.743958,1,3.114519,1,0.191965,0.296471,1.109826,1,1,0,0
1,-1,2.897812,2,0.236054,0.424413,0,0.810608,-1,0.56912,1.798263,2.039867,0,0,0,0
2,0,0.660369,0,-1.0,1.146771,1,0.245133,1,19.118198,0.644978,3.448534,0,0,1,0
1,1,0.137951,0,-1.0,0.264197,1,0.765573,1,0.648548,-1.0,1.566279,0,0,0,0
1,0,0.694981,1,3.633486,0.579367,0,3.633081,1,1.526048,0.204991,0.309483,0,0,0,0
1,1,0.19663,0,1.191077,0.420101,0,0.61734,0,3.11549,-1.0,0.220471,0,0,0,0
2,2,-1.0,0,1.354426,1.688102,1,1.348968,1,2.347265,0.961121,2.076721,0,0,0,0
3,-1,-1.0,4,0.502321,0.597585,1,0.199252,1,0.059752,0.229773,1.12763,0,0,0,0
0,1,-1.0,0,0.699678,0.689921,1,0.16111,0,1.396493,3.093152,5.761867,0,0,0,0
4,3,0.69605,2,1.159048,1.666821,0,0.340705,0,5.750623,0.24496,-1.0,0,0,0,0
2,1,4.683055,1,1.162571,5.168181,0,2.753322,1,1.029834,2.936743,0.177747,0,0,0,0
3,0,0.342019,2,2.747661,8.296017,-1,0.950439,1,0.353038,0.968202,0.282003,0,0,0,0
2,1,1.012482,2,2.617142,1.57777,4,3.003254,0,0.359834,0.409153,0.472269,0,0,0,0
3,2,1.785997,0,1.682981,-1.0,1,3.183922,0,-1.0,6.34968,5.704867,0,0,1,0
0,-1,-1.0,3,0.368194,3.7294,-1,0.468532,4,1.964467,1.499647,3.218247,0,0,0,0
3,3,2.176667,1,0.382351,-1.0,2,4.792255,1,17.986768,3.369393,0.585036,0,0,0,0
0,0,2.985917,3,0.411523,2.41527,0,0.580202,0,0.748422,1.541247,0.823908,0,0,0,0
3,0,2.373361,1,1.265567,-1.0,0,2.719267,2,1.754121,0.805378,0.256031,0,0,0,0
-1,0,0.298459,-1,0.13182,3.347371,4,2.610369,0,0.213401,-1.0,0.247346,0,0,0,0
0,4,1.432888,3,0.993745,1.430754,2,1.067196,2,0.185453,0.834269,-1.0,0,0,0,0
0,3,2.336516,-1,4.0904,0.409138,3,1.068935,2,0.608408,1.177531,2.562255,0,0,1,0
3,3,0.384235,1,-1.0,0.510749,3,1.377762,2,1.561174,2.262828,0.758789,0,0,0,0
0,1,0.560033,1,0.704176,1.789672,1,1.122364,2,0.917295,0.674933,6.316057,0,0,0,0
3,1,0.447897,3,0.497452,0.081135,0,0.676964,0,1.054704,1.671204,1.543991,1,1,0,0
0,1,2.165439,3,2.238297,0.882079,0,0.621325,2,0.759959,5.357486,1.235857,0,0,0,0
0,0,0.933064,-1,1.358057,-1.0,0,0.682399,0,0.97264,1.17141,1.243066,0,0,0,0
-1,1,0.725535,1,0.781584,0.469099,0,3.381152,1,0.745398,0.14099,0.345851,0,0,0,0
2,0,0.277573,3,-1.0,0.633058,1,0.204264,4,0.259333,1.0497,2.571092,0,0,0,0
3,0,0.934827,0,1.079376,0.227774,0,0.608449,1,0.225034,0.909649,2.590733,0,0,0,0
1,3,-1.0,1,0.738572,2.864747,0,0.721848,-1,3.893862,0.881309,1.27204,0,0,1,0
2,3,1.275502,0,2.191047,-1.0,1,0.796046,0,0.439015,0.202773,0.326828,0,0,0,0
2,1,-1.0,1,3.459656,1.184461,1,1.345513,1,-1.0,1.318464,2.971853,1,1,0,0
2,1,-1.0,4,0.254807,0.42846,1,0.259694,0,3.286916,0.587494,0.165247,0,0,0,0
2,1,0.644713,0,0.293517,7.268709,1,2.787976,2,0.763668,0.899846,0.461221,0,0,0,0
2,2,0.286706,2,3.849935,-1.0,2,2.427723,0,2.40484,2.580553,1.786517,0,0,0,0
1,3,0.265197,2,-1.0,0.119632,4,1.962725,0,0.411464,0.44418,0.664789,0,0,0,1
0,3,0.308196,0,0.3225,1.727752,0,0.812566,0,4.736919,0.902674,0.371663,0,0,0,0
3,2,-1.0,1,2.673134,0.335351,0,0.477901,2,1.254851,0.816881,3.991361,1,1,0,0
0,0,-1.0,2,1.407317,-1.0,3,0.722382,0,0.973514,-1.0,3.106261,1,1,0,0
2,1,1.309733,0,9.054354,1.854699,1,1.062756,3,0.84805,0.641632,2.905055,0,0,1,0
0,1,1.360093,3,0.790332,4.360538,3,1.946798,0,2.149086,0.677102,1.393887,0,0,0,0
2,1,0.468358,-1,3.030428,1.205666,0,-1.0,0,1.266465,5.339128,1.035443,1,1,1,0
2,3,2.881765,0,0.234844,2.268568,3,-1.0,1,0.04087,0.655162,5.68572,1,1,1,0
0,1,0.642605,0,4.039123,1.043681,4,0.647971,-1,0.63888,1.310907,4.200864,0,0,0,0
